5462,Rosa Wu,45,40-49,Regular,2,3286,4,2013-11-23,20,147,1643,164
5463,Marissa Gonzales,46,40-49,New,1,49,2,2014-01-10,0,145,49,49
5464,Anna Murphy,45,40-49,New,1,60,4,2013-06-11,0,152,60,60
5465,Alan Liu,47,40-49,New,2,45,3,2013-09-07,4,149,22,11
5466,Kara Goel,46,40-49,Regular,2,3271,7,2013-11-01,20,147,1635,163
5467,Alisha Kumar,47,40-49,Regular,2,4625,2,2013-09-27,15,149,2312,308
5468,Ronald Srini,46,40-49,New,2,12,3,2014-01-15,3,145,6,4
5469,Orlando Dominguez,45,40-49,New,1,64,3,2013-09-08,0,149,64,64
5470,Michele Tang,45,40-49,New,1,64,3,2013-04-16,0,154,64,64
5471,Wesley Guo,45,40-49,Regular,2,3021,3,2013-05-11,14,153,1510,215
5472,Vanessa Hayes,107,50 And Above,New,1,53,3,2013-12-03,0,146,53,53
5473,Olivia Robinson,41,40-49,New,1,27,2,2013-11-01,0,147,27,27
5474,Dawn Andersen,48,40-49,New,1,25,1,2013-10-05,0,148,25,25
5475,Jay Serrano,48,40-49,New,1,25,1,2013-03-28,0,155,25,25
5476,Kurt Anand,42,40-49,Regular,2,4674,5,2013-09-09,15,149,2337,311
5477,Shawn Xie,47,40-49,New,2,4716,5,2013-08-15,8,150,2358,589
5478,Anna Gonzales,44,40-49,New,1,40,2,2013-02-15,0,156,40,40
5479,Adrian Gray,44,40-49,New,1,2386,5,2013-10-12,0,148,2386,2386
5480,Victoria Brooks,45,40-49,New,3,159,7,2013-11-22,6,147,53,26
5481,Alan Zhou,66,50 And Above,New,2,145,5,2014-01-12,7,145,72,20
5482,Madison Bryant,72,50 And Above,New,2,195,7,2013-12-21,3,146,97,65
5483,Tabitha Arthur,71,50 And Above,Regular,2,4783,4,2013-02-20,25,156,2391,191
5484,Warren Jai,65,50 And Above,Regular,2,4118,2,2013-11-21,34,147,2059,121
5485,Dustin Lal,71,50 And Above,Regular,2,4175,5,2013-11-02,34,147,2087,122
5486,Ian Foster,41,40-49,New,1,40,2,2013-10-12,0,148,40,40
5487,Rachael Madan,70,50 And Above,New,2,113,5,2014-01-01,10,145,56,11
5488,Brianna Griffin,70,50 And Above,New,2,73,5,2013-07-17,1,151,36,73
5489,Joel Rodriguez,70,50 And Above,New,2,233,7,2014-01-07,10,145,116,23
5490,Frederick Garcia,69,50 And Above,New,2,112,6,2013-05-09,2,153,56,56
5491,Megan Robinson,41,40-49,New,1,2478,2,2013-05-19,0,153,2478,2478
5492,Christian Garcia,42,40-49,New,2,3106,4,2013-08-16,7,150,1553,443
5493,Theodore Sanz,69,50 And Above,New,2,131,5,2014-01-22,3,145,65,43
5494,Brenda Fernandez,67,50 And Above,Regular,2,4197,3,2013-12-20,35,146,2098,119
5495,Jordyn Simmons,61,50 And Above,VIP,2,5961,4,2013-12-16,35,146,2980,170
5496,Monique Ramos,66,50 And Above,VIP,2,6002,6,2013-12-05,35,146,3001,171
5497,Dawn Tang,61,50 And Above,VIP,2,5960,5,2013-12-25,35,146,2980,170
5498,Julia Peterson,45,40-49,New,4,132,8,2013-12-10,7,146,33,18
5499,Hunter Jones,45,40-49,New,1,40,2,2013-09-07,0,149,40,40
5500,Danielle Kelly,45,40-49,New,1,5,1,2013-12-23,0,146,5,5
5501,Chloe Perry,46,40-49,New,1,589,4,2013-04-20,0,154,589,589
5502,Vanessa Wood,45,40-49,New,1,5,1,2013-09-02,0,149,5,5
5503,Jackson Parker,46,40-49,New,1,40,2,2014-01-12,0,145,40,40
5504,Christian Anderson,46,40-49,New,1,5,1,2013-05-17,0,153,5,5
5505,Justin Russell,46,40-49,New,1,589,4,2013-04-05,0,154,589,589
5506,Erin Gray,41,40-49,New,1,40,2,2013-12-11,0,146,40,40
5507,Catherine Murphy,42,40-49,New,3,102,6,2014-01-23,9,145,34,11
5508,Tracy Nath,81,50 And Above,New,1,35,3,2013-07-14,0,151,35,35
5509,Brent Zhu,81,50 And Above,New,1,84,3,2013-08-23,0,150,84,84
5510,Veronica Sai,80,50 And Above,Regular,2,3258,6,2013-11-07,20,147,1629,162
5511,Brad Nara,78,50 And Above,New,1,27,2,2013-04-08,0,154,27,27
5512,Joe Raman,79,50 And Above,New,2,47,4,2013-07-15,5,151,23,9
5513,Ricardo Sharma,79,50 And Above,Regular,2,3262,3,2013-05-14,14,153,1631,233
5514,Ronnie Wagner,78,50 And Above,New,2,4670,5,2013-08-07,9,150,2335,518
5515,Manuel Fernandez,41,40-49,Regular,2,4761,4,2013-02-10,25,156,2380,190
5516,Troy Sai,41,40-49,Regular,2,4733,3,2013-03-18,26,155,2366,182
5517,Melvin She,40,40-49,Regular,2,4733,3,2013-03-13,26,155,2366,182
5518,Katrina Raji,45,40-49,Regular,2,4698,2,2013-03-22,27,155,2349,174
5519,Krystal Holt,45,40-49,Regular,2,4698,2,2013-03-26,26,155,2349,180
5520,Yolanda Chander,44,40-49,Regular,2,4752,3,2013-04-09,27,154,2376,176
5521,Misty Raji,44,40-49,Regular,2,4727,4,2013-04-06,27,154,2363,175
5522,Tonya She,41,40-49,Regular,2,4698,2,2013-04-01,27,154,2349,174
5523,Casey Pal,41,40-49,Regular,2,4698,2,2013-04-08,27,154,2349,174
5524,Sandra Huang,42,40-49,Regular,2,4698,2,2013-04-06,27,154,2349,174
5525,Damien Huang,41,40-49,Regular,2,4733,3,2013-04-28,27,154,2366,175
5526,Martha Liang,43,40-49,Regular,2,4752,3,2013-05-06,28,153,2376,169
5527,Arthur Perez,42,40-49,Regular,2,4757,4,2013-06-11,29,152,2378,164
5528,Cory Arun,43,40-49,Regular,2,4752,3,2013-06-25,29,152,2376,163
5529,Dominique Garcia,42,40-49,Regular,2,4698,2,2013-06-21,29,152,2349,162
5530,Jonathon Gutierrez,43,40-49,Regular,2,4752,3,2013-06-18,29,152,2376,163
5531,Priscilla Chander,77,50 And Above,Regular,2,3001,3,2013-12-01,20,146,1500,150
5532,Lacey Gao,78,50 And Above,Regular,2,3291,6,2013-12-10,20,146,1645,164
5533,Tommy Sharma,49,40-49,New,2,4921,3,2013-09-21,9,149,2460,546
5534,Kristen Cai,60,50 And Above,New,2,4703,4,2013-09-24,9,149,2351,522
5535,Claudia Holt,60,50 And Above,Regular,2,4821,5,2013-10-22,16,148,2410,301
5536,Colin Chen,55,50 And Above,New,1,38,3,2013-06-03,0,152,38,38
5537,Meghan Jimenez,60,50 And Above,New,1,27,2,2013-05-31,0,153,27,27
5538,Arthur Dominguez,60,50 And Above,New,1,25,1,2013-05-26,0,153,25,25
5539,Stacey Liang,61,50 And Above,Regular,2,4660,3,2013-10-07,16,148,2330,291
5540,Christy Li,55,50 And Above,New,1,84,3,2013-02-06,0,156,84,84
5541,Theodore Browning,60,50 And Above,Regular,2,4697,5,2013-11-22,16,147,2348,293
5542,Micah Hu,60,50 And Above,Regular,2,3028,4,2013-12-10,20,146,1514,151
5543,JÔö£┬«sus Ortega,61,50 And Above,New,2,45,3,2013-12-26,5,146,22,9
5544,Jenny McDonald,50,50 And Above,New,2,54,4,2013-09-08,2,149,27,27
5545,Eduardo Morgan,56,50 And Above,New,1,29,2,2013-08-01,0,150,29,29
5546,Alicia Pal,62,50 And Above,New,1,31,3,2013-10-12,0,148,31,31
5547,Terrance Jordan,61,50 And Above,Regular,2,3037,4,2013-12-13,20,146,1518,151
5548,Jake Yang,52,50 And Above,New,2,4900,4,2013-10-01,10,148,2450,490
5549,Darren Rubio,55,50 And Above,New,2,4625,2,2013-11-20,11,147,2312,420
5550,Linda Moreno,61,50 And Above,Regular,2,4930,4,2013-11-02,16,147,2465,308
5551,Frederick Madan,56,50 And Above,Regular,2,3001,3,2013-12-14,20,146,1500,150
5552,Christy Shan,50,50 And Above,New,2,5032,7,2013-11-25,11,147,2516,457
5553,Joe Sanchez,61,50 And Above,Regular,2,4987,5,2013-11-16,16,147,2493,311
5554,Gabriella Roberts,62,50 And Above,Regular,2,3001,3,2013-05-30,13,153,1500,230
5555,Casey Chander,62,50 And Above,Regular,2,2990,5,2013-12-15,20,146,1495,149
5556,Mathew Vazquez,51,50 And Above,New,1,31,3,2013-09-19,0,149,31,31
5557,Angelica Butler,51,50 And Above,New,1,87,4,2013-06-21,0,152,87,87
5558,Derek Chander,45,40-49,New,1,31,3,2013-03-26,0,155,31,31
5559,Preston Sara,45,40-49,New,1,25,1,2013-03-24,0,155,25,25
5560,Candace Martinez,51,50 And Above,Regular,2,4706,6,2013-12-23,12,146,2353,392
5561,Kelvin Sun,50,50 And Above,Regular,2,4634,3,2013-12-24,12,146,2317,386
5562,Kurt Yuan,45,40-49,Regular,2,3030,4,2013-12-21,20,146,1515,151
5563,Colleen Zhang,45,40-49,Regular,2,3001,3,2013-06-24,14,152,1500,214
5564,Mackenzie Baker,101,50 And Above,New,2,63,5,2013-07-08,5,151,31,12
5565,Susan Wu,51,50 And Above,New,2,132,4,2013-08-25,3,150,66,44
5566,Corey Anand,52,50 And Above,VIP,3,7203,8,2013-11-05,16,147,2401,450
5567,Ashlee Shen,46,40-49,New,3,5807,7,2013-11-28,11,147,1935,527
5568,Erick Lopez,51,50 And Above,VIP,3,7159,5,2013-11-04,16,147,2386,447
5569,Caroline Coleman,99,50 And Above,New,1,70,3,2013-02-11,0,156,70,70
5570,Colleen Li,63,50 And Above,New,2,3937,3,2013-01-05,1,157,1968,3937
5571,Julie She,58,50 And Above,New,2,4219,4,2013-01-18,1,157,2109,4219
5572,Audrey Torres,64,50 And Above,New,2,53,4,2013-12-14,6,146,26,8
5573,Jon Xu,47,40-49,Regular,2,4886,2,2013-12-16,17,146,2443,287
5574,Ruben Dominguez,53,50 And Above,Regular,2,3001,3,2013-12-17,20,146,1500,150
5575,Joe Gomez,47,40-49,New,2,45,3,2013-11-26,8,147,22,5
5576,Veronica Vance,76,50 And Above,VIP,3,6995,8,2013-09-02,17,149,2331,411
5577,Corey Beck,74,50 And Above,New,1,149,5,2014-01-06,0,145,149,149
5578,Leah Chen,75,50 And Above,New,1,75,3,2013-08-02,0,150,75,75
5579,Stefanie Weber,74,50 And Above,New,1,75,3,2013-11-05,0,147,75,75
5580,Zachary Davis,68,50 And Above,New,2,98,5,2013-11-04,4,147,49,24
5581,Dawn Chen,66,50 And Above,New,3,5429,9,2013-08-04,8,150,1809,678
5582,Kenneth Becker,61,50 And Above,New,1,50,4,2013-10-25,0,148,50,50
5583,Frank Torres,61,50 And Above,New,1,35,1,2013-02-22,0,156,35,35
5584,Justin Martinez,67,50 And Above,New,1,42,3,2014-01-08,0,145,42,42
5585,Devin Gray,67,50 And Above,New,2,173,5,2013-07-13,5,151,86,34
5586,Vincent Sun,67,50 And Above,VIP,3,7192,5,2013-09-21,17,149,2397,423
5587,Leonard Chander,57,50 And Above,New,1,70,2,2013-07-25,0,151,70,70
5588,Zachary Martinez,67,50 And Above,VIP,3,7064,10,2013-08-27,13,150,2354,543
5589,Andre Martinez,68,50 And Above,VIP,3,6995,8,2013-09-05,17,149,2331,411
5590,Martin Suri,68,50 And Above,VIP,3,7343,6,2013-09-17,16,149,2447,458
5591,Shawn Deng,62,50 And Above,New,2,169,5,2013-08-17,3,150,84,56
5592,Clarence He,56,50 And Above,New,2,138,4,2013-11-05,5,147,69,27
5593,Jacquelyn Gomez,68,50 And Above,New,1,75,3,2013-03-14,0,155,75,75
5594,Suzanne He,69,50 And Above,New,2,101,4,2013-05-19,3,153,50,33
5595,Andrew Jones,69,50 And Above,VIP,3,7231,7,2013-09-02,16,149,2410,451
5596,Cameron Anderson,68,50 And Above,VIP,3,6901,7,2013-09-07,16,149,2300,431
5597,Gabrielle Carter,70,50 And Above,New,2,4487,3,2013-08-20,8,150,2243,560
5598,Kelli Xu,70,50 And Above,New,1,104,3,2013-03-02,0,155,104,104
5599,Kate Rai,69,50 And Above,VIP,3,7131,4,2013-09-26,16,149,2377,445
5600,RamÔö£Ôöén Cai,71,50 And Above,New,2,149,4,2013-12-19,6,146,74,24
5601,Janet Suarez,73,50 And Above,New,1,125,4,2013-05-16,0,153,125,125
5602,Tabitha Rana,73,50 And Above,New,2,86,4,2013-11-16,6,147,43,14
5603,Jill Travers,72,50 And Above,New,2,77,3,2013-09-03,1,149,38,77
5604,Scott Seely,73,50 And Above,VIP,3,7001,9,2013-08-12,13,150,2333,538
5605,Roy Serrano,74,50 And Above,New,1,57,2,2013-10-25,0,148,57,57
5606,Toni Randall,45,40-49,New,2,66,4,2013-12-23,9,146,33,7
5607,Ricky Blanco,44,40-49,New,2,67,3,2013-08-16,0,150,33,67
5608,Logan Gonzales,45,40-49,VIP,2,5897,4,2013-12-07,35,146,2948,168
5609,Ricky Martin,45,40-49,New,2,102,4,2013-11-22,9,147,51,11
5610,Gary Jimenez,41,40-49,New,2,345,9,2013-04-03,3,154,172,115
5611,Sydney Clark,47,40-49,New,2,68,3,2013-04-06,1,154,34,68
5612,Dylan Rodriguez,46,40-49,New,2,76,4,2013-11-28,9,147,38,8
5613,Ebony Ashe,45,40-49,VIP,2,5898,2,2013-12-27,35,146,2949,168
5614,Cassie Sutton,47,40-49,New,2,129,6,2013-08-20,5,150,64,25
5615,Alison Shen,47,40-49,New,2,71,4,2013-11-17,3,147,35,23
5616,Kaitlin Patel,48,40-49,New,2,96,6,2013-06-29,2,152,48,48
5617,Kelvin Liang,41,40-49,VIP,2,5915,5,2013-12-05,35,146,2957,169
5618,Alvin Xie,47,40-49,New,2,161,6,2013-09-14,7,149,80,23
5619,Cassandra Subram,47,40-49,New,2,76,5,2013-12-01,4,146,38,19
5620,Whitney Perez,47,40-49,New,2,98,3,2013-07-21,4,151,49,24
5621,Cameron Thompson,42,40-49,VIP,2,5895,3,2013-12-03,35,146,2947,168
5622,Birgit Seidel,42,40-49,New,2,74,5,2013-09-12,1,149,37,74
5623,Byron Navarro,48,40-49,New,2,107,5,2014-01-24,5,145,53,21
5624,Andres Lal,47,40-49,VIP,2,5973,5,2013-12-08,35,146,2986,170
5625,Albert Alvarez,43,40-49,VIP,2,5938,4,2013-12-23,36,146,2969,164
5626,Grant Deng,43,40-49,New,2,82,6,2013-07-03,3,151,41,27
5627,Nathaniel Morgan,48,40-49,New,2,72,4,2013-05-20,3,153,36,24
5628,Claudia Chen,44,40-49,New,2,65,3,2013-06-29,4,152,32,16
5629,Francisco Prasad,50,50 And Above,New,2,188,4,2013-12-22,3,146,94,62
5630,Rosa Zheng,48,40-49,VIP,2,5933,3,2013-12-10,35,146,2966,169
5631,Jaime Sutton,48,40-49,VIP,2,5973,5,2013-12-05,35,146,2986,170
5632,Haley Ward,50,50 And Above,VIP,2,5900,3,2013-12-22,35,146,2950,168
5633,Ruben Romero,50,50 And Above,New,2,69,4,2013-10-14,3,148,34,23
5634,Kelli Becker,49,40-49,New,2,102,4,2014-01-05,6,145,51,17
5635,Jenny Hu,45,40-49,New,2,107,5,2013-10-22,1,148,53,107
5636,Erick Suri,51,50 And Above,New,2,161,8,2014-01-21,9,145,80,17
5637,Danny Gomez,50,50 And Above,VIP,2,5932,4,2013-12-10,35,146,2966,169
5638,Evan King,49,40-49,VIP,2,5900,3,2013-12-09,34,146,2950,173
5639,Dennis Ye,49,40-49,VIP,2,5974,4,2013-12-14,34,146,2987,175
5640,Renee Romero,49,40-49,VIP,2,5908,3,2013-12-19,34,146,2954,173
5641,Colin Lal,50,50 And Above,New,2,103,4,2014-01-27,9,145,51,11
5642,Julia Bailey,80,50 And Above,New,1,2391,6,2013-10-26,0,148,2391,2391
5643,Mason Mitchell,74,50 And Above,New,1,40,2,2013-11-26,0,147,40,40
5644,Fernando Wilson,79,50 And Above,New,2,127,3,2013-05-13,1,153,63,127
5645,Leonard Goel,79,50 And Above,New,1,5,1,2013-07-27,0,151,5,5
5646,Chelsea Subram,78,50 And Above,New,1,2357,3,2013-10-10,0,148,2357,2357
5647,Xavier Collins,78,50 And Above,New,2,251,8,2013-12-23,1,146,125,251
5648,Anna Alexander,78,50 And Above,New,1,55,2,2013-09-18,0,149,55,55
5649,Rachel Coleman,79,50 And Above,New,1,7,2,2013-12-10,0,146,7,7
5650,Makayla Stewart,78,50 And Above,New,2,116,5,2013-12-23,2,146,58,58
5651,Kaitlyn Green,77,50 And Above,New,1,5,1,2013-11-06,0,147,5,5
5652,Abigail Martinez,77,50 And Above,New,1,14,2,2013-11-23,0,147,14,14
5653,Nicole Richardson,42,40-49,New,1,49,3,2013-07-24,0,151,49,49
5654,Isabella Phillips,48,40-49,New,1,2412,5,2013-10-09,0,148,2412,2412
5655,Heather Zhang,42,40-49,New,2,3056,4,2013-08-07,5,150,1528,611
5656,Destiny Taylor,45,40-49,New,1,40,2,2013-09-13,0,149,40,40
5657,Ronnie Zhang,66,50 And Above,VIP,2,5930,4,2013-12-18,34,146,2965,174
5658,Alvin She,66,50 And Above,VIP,2,5900,3,2013-12-06,34,146,2950,173
5659,Ashlee Raje,66,50 And Above,VIP,2,5873,2,2013-12-14,34,146,2936,172
5660,Emily Jones,65,50 And Above,VIP,2,5873,2,2013-12-09,34,146,2936,172
5661,Lee Blanco,65,50 And Above,VIP,2,5898,2,2013-12-12,34,146,2949,173
5662,Shane Raman,65,50 And Above,VIP,2,5908,3,2013-12-09,35,146,2954,168
5663,Stacey Gao,64,50 And Above,Regular,2,4355,3,2013-01-17,24,157,2177,181
5664,Rosa Lu,63,50 And Above,Regular,2,4471,4,2013-02-12,24,156,2235,186
5665,Sophia Nelson,63,50 And Above,Regular,2,4377,3,2013-01-30,23,157,2188,190
5666,Linda Suarez,63,50 And Above,New,2,82,6,2013-10-30,1,148,41,82
5667,Taylor Torres,48,40-49,New,2,205,5,2013-07-26,5,151,102,41
5668,Allison Sanchez,46,40-49,New,4,65,5,2014-01-21,7,145,16,9
5669,Levi Malhotra,46,40-49,New,1,608,4,2013-04-21,0,154,608,608
5670,Benjamin Martinez,47,40-49,New,1,5,1,2013-11-02,0,147,5,5
5671,Sarah White,46,40-49,New,1,2478,2,2013-05-23,0,153,2478,2478
5672,Megan Wood,46,40-49,New,1,5,1,2013-12-13,0,146,5,5
5673,Nicole Martinez,47,40-49,New,1,7,2,2013-06-18,0,152,7,7
5674,Curtis Guo,47,40-49,New,1,2466,4,2013-06-29,0,152,2466,2466
5675,Ricardo Yuan,56,50 And Above,New,2,76,5,2013-08-29,4,150,38,19
5676,Kristi Arthur,56,50 And Above,Regular,2,4384,5,2013-02-16,24,156,2192,182
5677,Amanda Perry,49,40-49,New,1,14,2,2013-09-19,0,149,14,14
5678,Jack Hughes,43,40-49,New,1,14,2,2013-07-31,0,151,14,14
5679,Ian Ramirez,63,50 And Above,New,2,3162,6,2013-08-26,5,150,1581,632
5680,Amber Carter,46,40-49,New,2,107,5,2013-03-31,1,155,53,107
5681,Carlos Edwards,58,50 And Above,New,2,105,5,2013-10-17,2,148,52,52
5682,Louis Chande,54,50 And Above,New,2,69,4,2013-07-09,1,151,34,69
5683,Kristy Ramos,53,50 And Above,New,2,67,3,2013-11-09,5,147,33,13
5684,Christy Rai,54,50 And Above,New,2,70,4,2013-08-03,3,150,35,23
5685,Joel Perez,58,50 And Above,Regular,2,4158,4,2013-12-01,34,146,2079,122
5686,Robin Dominguez,59,50 And Above,Regular,2,4183,5,2013-12-10,34,146,2091,123
5687,Kristine Alonso,58,50 And Above,Regular,2,4157,5,2013-12-24,34,146,2078,122
5688,Lawrence Romero,54,50 And Above,VIP,2,6070,5,2013-01-16,23,157,3035,263
5689,Tabitha Gomez,59,50 And Above,VIP,2,6080,4,2012-12-29,22,158,3040,276
5690,Rafael Shen,59,50 And Above,New,2,291,5,2013-08-20,0,150,145,291
5691,Aimee Wu,54,50 And Above,New,2,166,5,2013-10-01,1,148,83,166
5692,Paula Romero,54,50 And Above,Regular,2,4471,4,2013-03-13,25,155,2235,178
5693,Jay Diaz,50,50 And Above,New,2,31,3,2013-08-16,4,150,15,7
5694,Ethan Coleman,55,50 And Above,VIP,2,6060,5,2013-01-03,23,157,3030,263
5695,Mandy Sun,61,50 And Above,New,2,78,5,2013-09-27,7,149,39,11
5696,Dwayne Serrano,62,50 And Above,New,2,76,5,2013-10-30,1,148,38,76
5697,Claudia Zeng,56,50 And Above,Regular,2,4506,3,2013-03-07,25,155,2253,180
5698,Wyatt Henderson,56,50 And Above,New,2,87,3,2013-10-05,8,148,43,10
5699,Mallory Gill,51,50 And Above,New,2,230,5,2014-01-10,8,145,115,28
5700,Dominic Kapoor,61,50 And Above,New,2,68,3,2013-09-27,4,149,34,17
5701,Billy Gill,52,50 And Above,New,2,93,3,2013-06-25,0,152,46,93
5702,Laura Zheng,46,40-49,Regular,2,4426,4,2013-03-20,25,155,2213,177
5703,Patricia Raman,53,50 And Above,VIP,2,6021,2,2013-01-05,23,157,3010,261
5704,Denise Sanchez,59,50 And Above,VIP,2,6090,5,2013-02-03,24,156,3045,253
5705,Karla Chavez,60,50 And Above,New,2,91,4,2013-07-12,1,151,45,91
5706,Jacqueline Wood,62,50 And Above,New,2,98,4,2013-11-10,3,147,49,32
5707,Jenny Shan,63,50 And Above,New,2,93,3,2013-09-30,0,149,46,93
5708,Derrick Serrano,63,50 And Above,Regular,2,4377,3,2013-04-06,26,154,2188,168
5709,Kellie Sanz,51,50 And Above,Regular,2,4406,4,2013-04-25,26,154,2203,169
5710,Roy Alvarez,85,50 And Above,New,2,144,5,2013-07-25,0,151,72,144
5711,Carla Arthur,60,50 And Above,New,2,91,4,2013-12-27,5,146,45,18
5712,Jorge Zhao,61,50 And Above,New,2,133,5,2013-07-12,4,151,66,33
5713,Suzanne Lu,64,50 And Above,Regular,2,4417,3,2013-04-15,26,154,2208,169
5714,Tony Nara,67,50 And Above,VIP,2,6090,5,2013-02-08,24,156,3045,253
5715,Dalton Nicholls,44,40-49,New,1,64,3,2013-08-04,0,150,64,64
5716,Katelyn Ramirez,44,40-49,New,1,7,2,2013-08-24,0,150,7,7
5717,Jose Henderson,45,40-49,New,1,28,4,2013-04-08,0,154,28,28
5718,Masaki Umeda,46,40-49,New,3,234,10,2013-09-17,5,149,78,46
5719,Gavin Stone,45,40-49,New,1,14,2,2013-11-18,0,147,14,14
5720,Trevor Russell,46,40-49,New,1,40,2,2013-10-19,0,148,40,40
5721,Morgan Perry,40,40-49,New,1,40,2,2013-07-01,0,151,40,40
5722,Xavier Sanders,40,40-49,New,3,180,7,2014-01-22,9,145,60,20
5723,Sean Gray,41,40-49,New,1,5,1,2013-11-28,0,147,5,5
5724,Barbara Zhao,40,40-49,New,1,7,2,2014-01-21,0,145,7,7
5725,Gabriel Yang,41,40-49,New,1,40,2,2013-11-02,0,147,40,40
5726,Jacob Williams,41,40-49,New,1,14,2,2013-12-09,0,146,14,14
5727,Miguel Wood,42,40-49,New,1,7,2,2013-12-26,0,146,7,7
5728,Charles Johnston,40,40-49,New,1,2451,2,2013-05-31,0,153,2451,2451
5729,Cole Morris,41,40-49,New,1,2443,1,2013-06-09,0,152,2443,2443
5730,Tommy Nara,84,50 And Above,New,2,39,3,2013-10-15,2,148,19,19
5731,Mariah Long,83,50 And Above,New,2,141,5,2014-01-21,1,145,70,141
5732,Nicole White,42,40-49,New,3,155,8,2013-11-14,8,147,51,19
5733,Natalie Flores,43,40-49,New,1,2451,2,2013-07-19,0,151,2451,2451
5734,Douglas Srini,82,50 And Above,New,2,35,3,2013-08-06,0,150,17,35
5735,Emma Martinez,83,50 And Above,New,2,129,3,2013-06-11,2,152,64,64
5736,Melissa Hayes,44,40-49,New,1,59,2,2013-08-21,0,150,59,59
5737,Kelly Alexander,43,40-49,New,1,60,2,2013-06-15,0,152,60,60
5738,Steven Selikoff,42,40-49,New,1,5,1,2013-09-17,0,149,5,5
5739,Ramon Lu,81,50 And Above,New,2,45,4,2013-05-20,2,153,22,22
5740,Cory Weber,71,50 And Above,New,2,81,4,2013-10-26,7,148,40,11
5741,Elijah Li,80,50 And Above,VIP,2,6099,5,2013-02-14,25,156,3049,243
5742,Alan Xu,80,50 And Above,VIP,2,6056,3,2013-03-20,25,155,3028,242
5743,Mitchell Pal,80,50 And Above,VIP,2,6044,5,2013-03-14,25,155,3022,241
5744,Ariana Stewart,79,50 And Above,VIP,2,6070,5,2013-03-29,26,155,3035,233
5745,Lacey Guo,79,50 And Above,VIP,2,6070,5,2013-03-08,25,155,3035,242
5746,Krista Moreno,78,50 And Above,VIP,2,6021,2,2013-03-21,25,155,3010,240
5747,Brianna Peterson,44,40-49,New,1,64,3,2013-02-28,0,156,64,64
5748,Alexander Davis,46,40-49,New,1,2480,3,2013-06-30,0,152,2480,2480
5749,Patrick Peterson,46,40-49,New,1,59,2,2013-12-08,0,146,59,59
5750,Aaron Coleman,47,40-49,New,1,62,3,2013-12-05,0,146,62,62
5751,Seth Sanders,47,40-49,New,1,7,2,2013-03-21,0,155,7,7
5752,Aaron Scott,42,40-49,New,1,2492,4,2013-07-20,0,151,2492,2492
5753,Mason Wright,48,40-49,New,1,2512,4,2013-08-17,0,150,2512,2512
5754,Rachel Harris,49,40-49,New,1,2320,1,2013-10-19,0,148,2320,2320
5755,Alex Bell,48,40-49,New,2,3118,7,2013-08-02,5,150,1559,623
5756,Olivia James,48,40-49,New,1,2317,2,2013-10-19,0,148,2317,2317
5757,Richard Allen,52,50 And Above,New,1,2396,3,2013-10-16,0,148,2396,2396
5758,Mackenzie Cox,54,50 And Above,New,1,5,1,2013-12-31,0,146,5,5
5759,Justin Perry,48,40-49,New,2,3062,2,2013-08-22,2,150,1531,1531
5760,Jasmine Bell,54,50 And Above,New,1,7,2,2013-10-23,0,148,7,7
5761,Sydney Alexander,56,50 And Above,New,1,68,3,2013-03-10,0,155,68,68
5762,Angel Ward,48,40-49,New,1,2476,2,2013-09-21,0,149,2476,2476
5763,Franklin Ferrier,48,40-49,New,1,2480,3,2013-09-22,0,149,2480,2480
5764,Juan Suarez,47,40-49,New,1,1701,1,2013-04-11,0,154,1701,1701
5765,Thomas Davis,48,40-49,New,1,1760,3,2013-05-21,0,153,1760,1760
5766,Dalton White,47,40-49,New,1,5,1,2013-07-28,0,151,5,5
5767,Summer Arun,47,40-49,New,1,5,1,2013-11-04,0,147,5,5
5768,Rafael Liu,48,40-49,New,1,60,2,2013-03-14,0,155,60,60
5769,Eduardo Barnes,47,40-49,New,1,5,1,2014-01-20,0,145,5,5
5770,Tyler Walker,49,40-49,New,1,5,1,2013-10-17,0,148,5,5
5771,Charles Rogers,49,40-49,New,1,2478,2,2013-09-07,0,149,2478,2478
5772,Ian Walker,48,40-49,New,3,105,5,2013-09-21,7,149,35,15
5773,Morgan Parker,49,40-49,New,3,159,7,2014-01-09,10,145,53,15
5774,David Lal,48,40-49,New,1,14,2,2013-07-08,0,151,14,14
5775,Eduardo Perry,43,40-49,New,1,55,2,2013-06-15,0,152,55,55
5776,Sarah Russell,43,40-49,New,1,5,1,2013-09-19,0,149,5,5
5777,Dalton Lewis,51,50 And Above,New,1,2443,1,2013-09-28,0,149,2443,2443
5778,Cameron Simmons,76,50 And Above,New,1,125,2,2013-02-24,0,156,125,125
5779,Blake Hayes,76,50 And Above,New,1,2541,4,2013-10-27,0,148,2541,2541
5780,Morgan Watson,65,50 And Above,New,1,2297,2,2013-10-24,0,148,2297,2297
5781,Carlos Bailey,75,50 And Above,New,1,55,2,2013-09-05,0,149,55,55
5782,Dylan Chen,76,50 And Above,New,1,64,3,2013-01-29,0,157,64,64
5783,Lucas Clark,75,50 And Above,New,1,2482,4,2013-10-08,0,148,2482,2482
5784,Grace Barnes,74,50 And Above,New,1,2457,3,2013-11-22,0,147,2457,2457
5785,Chloe Long,75,50 And Above,New,1,1736,2,2013-05-02,0,153,1736,1736
5786,Christian Lee,74,50 And Above,New,1,2343,4,2013-09-30,0,149,2343,2343
